system_id,anchor_id,px,py,pz,theta_x,theta_y,theta_z,scale_x,scale_y
7592, dc:8b:28:54:da:bc, -0.0840, -2.8610, 0.9440
7592, dc:8b:28:54:d8:05, -3.4290, -0.5260, 1.1190
7592, dc:8b:28:54:d7:f1, 2.9650, -0.0830, 0.9360
7592, dc:8b:28:54:d7:d8, -3.1500, 0.7130, 0.9860
7592, dc:8b:28:54:d7:8d, -2.4770, 2.8370, 0.8890
7592, b8:08:cf:a0:bf:1d, 3.1570, 2.0980, 0.578
7592, dc:8b:28:54:e2:ff, 1.2000, 3.2590, 0.9170
7585, 61222f81-6637-22d5-8ea1-7c49a6dcabe5, -2.6254, -2.8200, -1.1598, -0.8727, 0.0000, 1.5966
7585, f8e7be05-e532-2f6b-86f2-1ec7c73298c0, -1.8617, -0.1279, 1.5021, 0.0000, 0.0000, 1.1057
